GO	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
phosphatase activity (GO:0016791)	0	0	1	0	0	0	0	0	0	0	11	0	4	0	7	8	6	8	0	9
hydrolase activity, acting on glycosyl bonds (GO:0016798)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)	0	0	4	0	0	0	0	1	0	0	0	0	2	0	3	1	0	1	0	1
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds (GO:0016810)	0	8	1	0	0	0	1	2	0	0	10	2	9	0	11	9	9	8	2	9
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	2	1	2	0	2
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hydrolase activity, acting on acid anhydrides (GO:0016817)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1
lyase activity (GO:0016829)	0	0	2	0	0	0	12	1	0	4	21	1	20	0	13	24	20	21	14	27
carbon-carbon lyase activity (GO:0016830)	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
carboxy-lyase activity (GO:0016831)	0	1	2	0	0	0	4	1	0	0	9	3	7	0	8	8	9	8	2	10
aldehyde-lyase activity (GO:0016832)	0	3	1	0	0	0	0	2	0	0	6	6	6	0	6	6	6	6	0	6
hydro-lyase activity (GO:0016836)	0	0	0	0	0	0	1	0	0	0	2	0	3	0	2	5	2	2	1	2
carbon-oxygen lyase activity, acting on phosphates (GO:0016838)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
isomerase activity (GO:0016853)	0	0	0	0	0	0	2	3	0	0	15	0	13	0	13	22	14	16	0	16
racemase and epimerase activity, acting on amino acids and derivatives (GO:0016855)	0	0	0	0	0	0	1	0	0	0	2	1	2	0	3	2	2	2	0	2
racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)	0	0	0	0	0	0	0	3	0	0	5	0	5	0	6	5	5	5	0	5
intramolecular transferase activity (GO:0016866)	0	0	2	0	0	0	0	0	0	0	2	0	2	0	2	3	2	2	0	2
intramolecular transferase activity, phosphotransferases (GO:0016868)	0	4	0	0	0	0	0	2	0	0	21	5	19	2	14	22	20	23	9	21
ligase activity (GO:0016874)	0	6	0	0	0	0	6	6	0	0	19	4	15	0	16	18	14	20	1	19
ligase activity, forming carbon-nitrogen bonds (GO:0016879)	0	0	0	0	0	0	5	0	0	0	4	0	4	0	0	3	0	4	0	4
acid-amino acid ligase activity (GO:0016881)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	2
carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)	0	2	0	0	0	0	0	4	0	0	7	1	7	0	7	7	7	7	9	7
ATPase (GO:0016887)	4	2	8	0	0	0	10	9	0	0	43	8	40	2	39	39	35	48	14	44
oxidoreductase activity, acting on the aldehyde or oxo group of donors (GO:0016903)	0	1	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2
pyroglutamyl-peptidase activity (GO:0016920)	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
sigma factor activity (GO:0016987)	0	1	0	0	0	0	1	4	0	0	12	0	5	0	8	6	4	15	2	11
precorrin-6A reductase activity (GO:0016994)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
cell wall macromolecule catabolic process (GO:0016998)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
cytochrome complex assembly (GO:0017004)	0	5	0	0	0	0	1	0	0	3	4	3	3	0	0	4	3	3	1	3
protein flavinylation (GO:0017013)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein import (GO:0017038)	0	0	0	2	0	0	5	6	0	0	7	0	15	0	7	8	6	7	8	13
6-phosphogluconolactonase activity (GO:0017057)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2
purine nucleotide binding (GO:0017076)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5'-flap endonuclease activity (GO:0017108)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0
tRNA dihydrouridine synthase activity (GO:0017150)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	2	1	2	1	2
protein-DNA covalent cross-linking (GO:0018142)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
peptidyl-pyrromethane cofactor linkage (GO:0018160)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid (GO:0018339)	0	0	0	0	0	0	0	1	0	1	2	1	4	0	1	2	2	4	1	4
nitronate monooxygenase activity (GO:0018580)	0	0	1	0	0	0	1	0	0	0	2	0	2	0	3	2	2	2	3	2
guanyl nucleotide binding (GO:0019001)	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
molybdopterin synthase complex (GO:0019008)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
modulation by virus of host process (GO:0019048)	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
modulation by virus of host cellular process (GO:0019054)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virion assembly (GO:0019068)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
viral DNA genome packaging (GO:0019073)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
glucosamine-1-phosphate N-acetyltransferase activity (GO:0019134)	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	0	3	0	3
nucleobase-containing compound kinase activity (GO:0019205)	0	0	0	0	0	0	0	0	0	0	7	7	7	0	4	7	5	7	0	7
glycine biosynthetic process from serine (GO:0019264)	0	0	0	0	0	0	0	2	0	0	4	0	4	0	3	4	4	4	0	4
UDP-N-acetylgalactosamine biosynthetic process (GO:0019277)	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	3	0	3
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway (GO:0019288)	0	0	0	0	0	0	0	0	1	0	5	0	5	0	4	5	5	5	2	6
siderophore biosynthetic process (GO:0019290)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
transsulfuration (GO:0019346)	0	3	4	0	0	0	1	5	0	2	5	2	8	3	5	4	6	5	0	5
acetyl-CoA biosynthetic process from acetate (GO:0019427)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0
removal of superoxide radicals (GO:0019430)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1
L-lysine catabolic process to acetate (GO:0019475)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-methionine salvage from methylthioadenosine (GO:0019509)	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
lactate oxidation (GO:0019516)	0	0	0	0	0	0	1	0	0	0	2	2	2	0	1	3	3	2	1	2
toxin transmembrane transporter activity (GO:0019534)	0	0	0	0	0	0	3	0	0	0	0	0	8	0	9	4	0	11	0	11
protein metabolic process (GO:0019538)	0	0	0	0	0	0	0	0	0	0	7	0	7	0	6	7	7	7	5	7
urea metabolic process (GO:0019627)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
shikimate metabolic process (GO:0019632)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
aerobic electron transport chain (GO:0019646)	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anaerobic glutamate catabolic process (GO:0019670)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GDP-mannose metabolic process (GO:0019673)	0	0	0	0	0	0	2	0	0	0	3	0	2	0	2	2	2	3	1	3
NAD metabolic process (GO:0019674)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
carboxylic acid metabolic process (GO:0019752)	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATPase-coupled cation transmembrane transporter activity (GO:0019829)	0	2	0	0	0	0	0	0	0	0	7	3	4	0	6	7	0	8	0	8
rRNA binding (GO:0019843)	0	0	11	0	0	0	13	0	0	0	39	3	39	0	24	57	40	40	26	40
pyrimidine nucleobase biosynthetic process (GO:0019856)	0	0	0	0	0	0	0	1	0	0	6	0	2	0	1	5	3	6	1	3
outer membrane (GO:0019867)	0	2	0	0	0	1	0	5	0	2	12	2	10	0	12	11	10	9	3	9
modification-dependent protein catabolic process (GO:0019941)	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
heme binding (GO:0020037)	0	16	37	2	0	0	22	14	0	2	61	4	54	0	49	66	44	54	22	62
transmembrane transporter activity (GO:0022857)	16	60	44	18	23	15	39	43	4	2	80	50	82	12	83	98	87	90	46	80
electron transport chain (GO:0022900)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
respiratory electron transport chain (GO:0022904)	0	0	1	0	0	0	0	2	0	0	2	2	2	0	2	3	2	3	0	2
metal ion transport (GO:0030001)	0	1	5	0	0	0	6	0	0	0	2	1	3	0	2	2	2	1	5	1
cellular manganese ion homeostasis (GO:0030026)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein repair (GO:0030091)	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	1	1	1	1	1
COPII vesicle coat (GO:0030127)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
manganese ion binding (GO:0030145)	0	1	3	0	0	0	1	0	0	0	8	0	8	0	7	8	8	8	5	8
molybdenum ion binding (GO:0030151)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein catabolic process (GO:0030163)	0	1	1	0	0	0	2	0	0	0	3	3	4	0	5	2	2	2	2	2
pyridoxal phosphate binding (GO:0030170)	0	6	14	0	0	0	13	10	2	2	28	10	33	3	24	31	32	30	7	31
integral component of endoplasmic reticulum membrane (GO:0030176)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enzyme regulator activity (GO:0030234)	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carbohydrate binding (GO:0030246)	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0
protein secretion by the type III secretion system (GO:0030254)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
protein secretion by the type IV secretion system (GO:0030255)	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	3	0	1
type III protein secretion system complex (GO:0030257)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
lipid glycosylation (GO:0030259)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	3
structural constituent of skin epidermis (GO:0030280)	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
outer membrane-bounded periplasmic space (GO:0030288)	0	0	0	0	0	0	3	0	0	0	16	1	16	0	7	17	15	16	3	16
fructose 1,6-bisphosphate metabolic process (GO:0030388)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
kynureninase activity (GO:0030429)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sporulation resulting in formation of a cellular spore (GO:0030435)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
tRNA methylation (GO:0030488)	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	2	1	2	0	2
1-deoxy-D-xylulose-5-phosphate reductoisomerase activity (GO:0030604)	0	0	1	0	0	0	0	0	0	0	4	0	2	0	4	5	4	4	0	4
polyketide metabolic process (GO:0030638)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
bacterial-type flagellum basal body, rod (GO:0030694)	0	0	0	0	0	0	0	0	0	0	4	0	4	0	3	3	1	4	0	4
MBF transcription complex (GO:0030907)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
potassium ion binding (GO:0030955)	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamyl-tRNA(Gln) amidotransferase complex (GO:0030956)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2
molybdate ion binding (GO:0030973)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
thiamine pyrophosphate binding (GO:0030976)	1	2	3	0	0	0	0	0	0	1	2	0	4	3	4	5	2	2	2	2
mismatched DNA binding (GO:0030983)	0	0	6	0	0	0	2	3	0	0	8	0	7	0	6	11	4	8	1	8
cysteine desulfurase activity (GO:0031071)	0	0	0	0	0	0	1	0	0	0	2	1	1	0	2	4	2	3	0	3
heat shock protein binding (GO:0031072)	0	0	3	0	0	0	3	0	0	0	2	0	3	0	3	3	0	3	3	3
rRNA methylation (GO:0031167)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	2	0	2
phosphopantetheine binding (GO:0031177)	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1
small GTPase binding (GO:0031267)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
integral component of mitochondrial inner membrane (GO:0031305)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
organic acid phosphorylation (GO:0031388)	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sodium ion binding (GO:0031402)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2
cobalamin binding (GO:0031419)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0
tRNA (m1A) methyltransferase complex (GO:0031515)	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
regulation of DNA-templated transcription, termination (GO:0031554)	0	0	0	0	0	0	3	1	0	0	2	0	3	0	3	3	0	6	3	3
transcription antitermination (GO:0031564)	0	0	0	0	0	0	2	1	0	0	1	0	1	1	2	2	1	3	2	3
G-protein beta/gamma-subunit complex binding (GO:0031683)	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOR signaling (GO:0031929)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TORC1 complex (GO:0031931)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TORC2 complex (GO:0031932)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
energy transducer activity (GO:0031992)	0	0	0	0	0	0	3	0	0	0	4	0	4	0	3	4	3	4	3	4
transposition (GO:0032196)	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
methylation (GO:0032259)	0	2	1	1	0	0	2	5	0	0	22	0	17	0	16	19	11	22	2	25
mismatch repair complex (GO:0032300)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
molybdopterin cofactor biosynthetic process (GO:0032324)	0	2	2	0	0	0	2	0	0	0	3	0	4	0	3	3	3	3	0	3
alanine transport (GO:0032328)	0	0	0	0	0	0	0	4	0	0	9	0	13	0	5	14	9	9	6	9
DNA duplex unwinding (GO:0032508)	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	2	0	1
ribonucleoside binding (GO:0032549)	0	0	0	0	0	0	1	2	0	0	2	3	1	0	4	2	3	1	3	1
adenyl ribonucleotide binding (GO:0032559)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
DNA methylation on adenine (GO:0032775)	0	1	0	0	0	0	6	0	0	0	29	1	7	0	4	8	6	18	1	20
regulation of DNA-templated transcription, elongation (GO:0032784)	0	5	0	0	0	0	0	0	0	0	13	0	12	0	15	15	14	20	3	15
regulation of division septum assembly (GO:0032955)	0	0	0	0	0	0	1	0	0	0	5	4	1	0	5	5	5	5	0	5
membrane insertase activity (GO:0032977)	0	0	0	0	0	0	2	0	0	0	11	0	10	0	9	12	10	11	0	11
tetrapyrrole biosynthetic process (GO:0033014)	0	7	0	0	0	0	0	12	0	0	42	3	32	0	34	37	36	39	9	39
proton-transporting two-sector ATPase complex, proton-transporting domain (GO:0033177)	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1
proton-transporting V-type ATPase, V0 domain (GO:0033179)	2	0	4	0	0	2	4	0	0	2	0	2	0	2	2	0	0	0	0	0
DNA replication, Okazaki fragment processing (GO:0033567)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0
high-affinity iron permease complex (GO:0033573)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
preQ1 synthase activity (GO:0033739)	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1
peptide-methionine (R)-S-oxide reductase activity (GO:0033743)	0	0	0	0	0	0	0	2	0	0	3	0	5	0	3	3	3	3	0	3
lipoyl(octanoyl) transferase activity (GO:0033819)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
pyridoxine 5'-phosphate synthase activity (GO:0033856)	0	0	0	0	0	0	3	0	0	0	5	0	4	0	7	5	4	6	3	6
UMP kinase activity (GO:0033862)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3	3	0	3
nicotinamide riboside transmembrane transporter activity (GO:0034257)	0	0	0	0	0	0	0	5	0	0	3	3	3	0	4	3	3	3	3	3
nicotinamide riboside transport (GO:0034258)	0	0	0	0	0	0	0	5	0	0	3	3	3	0	4	3	3	3	3	3
iron ion transmembrane transport (GO:0034755)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gluconate transmembrane transport (GO:0035429)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
nickel cation transmembrane transport (GO:0035444)	0	0	0	0	0	0	2	2	0	0	3	2	3	0	2	4	2	4	4	3
urease complex (GO:0035550)	0	0	1	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	4	4
intracellular signal transduction (GO:0035556)	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
methylthiotransferase activity (GO:0035596)	0	0	0	0	0	0	0	4	0	0	6	6	6	0	6	6	6	6	4	6
oligopeptide transmembrane transporter activity (GO:0035673)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
tetrahydrofolate interconversion (GO:0035999)	0	0	0	0	0	0	0	2	0	0	4	0	4	0	3	4	4	4	0	4
protein-malonyllysine demalonylase activity (GO:0036054)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2
protein-succinyllysine desuccinylase activity (GO:0036055)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2
racemase activity, acting on amino acids and derivatives (GO:0036361)	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1
glutathione hydrolase activity (GO:0036374)	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	2	1	2	1	2
protein refolding (GO:0042026)	0	0	0	0	0	0	0	0	0	0	8	0	8	0	4	8	8	8	0	8
alginic acid biosynthetic process (GO:0042121)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
regulation of cell population proliferation (GO:0042127)	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
fructose 1,6-bisphosphate 1-phosphatase activity (GO:0042132)	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lipoprotein biosynthetic process (GO:0042158)	0	0	0	0	0	0	4	0	0	1	7	1	6	0	3	7	6	7	0	7
cobyrinic acid a,c-diamide synthase activity (GO:0042242)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ribosomal small subunit biogenesis (GO:0042274)	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	1	2
nitrite reductase (cytochrome, ammonia-forming) activity (GO:0042279)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
glutamate-1-semialdehyde 2,1-aminomutase activity (GO:0042286)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	2
beta-amyrin synthase activity (GO:0042300)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arginine biosynthetic process via ornithine (GO:0042450)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pteridine-containing compound metabolic process (GO:0042558)	0	0	2	0	0	0	2	4	0	0	2	2	2	0	4	2	2	2	0	2
peptide deformylase activity (GO:0042586)	0	0	0	0	0	0	0	0	0	0	9	2	10	0	10	10	4	10	0	20
periplasmic space (GO:0042597)	0	2	0	0	0	0	0	0	0	0	3	1	3	0	3	3	2	6	0	7
poly-hydroxybutyrate biosynthetic process (GO:0042619)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ATPase-coupled transmembrane transporter activity (GO:0042626)	0	0	0	0	0	0	1	1	0	0	1	1	3	0	1	1	2	1	0	1
D-xylose metabolic process (GO:0042732)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hydrogen peroxide catabolic process (GO:0042744)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
ATP synthesis coupled electron transport (GO:0042773)	0	0	4	0	0	0	1	1	0	0	12	6	17	0	9	17	13	17	0	19
protein homodimerization activity (GO:0042803)	0	0	0	0	0	0	0	0	0	0	9	0	6	0	6	9	6	9	4	9
vitamin B6 biosynthetic process (GO:0042819)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
pyridoxal phosphate biosynthetic process (GO:0042823)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
peptidoglycan binding (GO:0042834)	0	0	0	0	0	0	0	0	0	0	5	0	4	0	6	4	4	5	6	9
L-alanine catabolic process (GO:0042853)	0	0	0	0	0	0	1	1	0	0	2	0	2	0	2	2	2	2	1	4
xenobiotic transmembrane transporter activity (GO:0042910)	0	0	0	1	0	0	0	2	0	0	5	2	6	0	3	7	6	8	0	7
lipoprotein transport (GO:0042953)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1
ribosome binding (GO:0043022)	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	2	1	2
tRNA aminoacylation (GO:0043039)	0	1	8	0	0	0	4	4	0	0	12	5	10	1	10	20	5	18	4	17
peptide biosynthetic process (GO:0043043)	0	0	0	0	0	0	3	0	0	0	2	0	3	0	3	3	3	3	0	3
negative regulation of apoptotic process (GO:0043066)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular metabolic compound salvage (GO:0043094)	0	0	0	0	0	0	0	1	0	0	5	1	5	0	2	3	5	5	0	5
3'-5' DNA helicase activity (GO:0043138)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gram-negative-bacterium-type cell outer membrane assembly (GO:0043165)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	2
ATP-binding cassette (ABC) transporter complex (GO:0043190)	2	4	0	0	0	0	1	0	0	0	9	1	13	0	4	8	5	11	2	12
[formate-C-acetyltransferase]-activating enzyme activity (GO:0043365)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
urea catabolic process (GO:0043419)	0	0	6	0	0	0	0	0	0	0	11	0	11	0	9	11	11	11	7	11
regulation of ATPase activity (GO:0043462)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
molybdopterin cofactor binding (GO:0043546)	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1
sequence-specific DNA binding (GO:0043565)	0	0	0	0	0	0	5	0	0	0	5	0	5	0	0	6	6	6	0	6
maintenance of CRISPR repeat elements (GO:0043571)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
type IV secretion system complex (GO:0043684)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1
S-ribosylhomocysteine lyase activity (GO:0043768)	0	0	0	0	0	0	0	5	0	0	10	0	10	0	4	10	6	10	0	10
acyl-phosphate glycerol-3-phosphate acyltransferase activity (GO:0043772)	0	0	0	0	0	0	0	0	0	0	5	0	6	0	5	5	3	5	1	5
regulation of sporulation (GO:0043937)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein transport by the Tat complex (GO:0043953)	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	3	4	1	4
cell wall macromolecule biosynthetic process (GO:0044038)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
secretion by the type IV secretion system (GO:0044097)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1
'de novo' UMP biosynthetic process (GO:0044205)	0	0	0	0	0	0	0	2	0	0	2	0	3	0	1	3	2	2	0	3
cellular metabolic process (GO:0044237)	0	0	2	0	0	0	6	4	6	0	4	2	4	0	5	3	3	4	1	3
cellular biosynthetic process (GO:0044249)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1
[2Fe-2S] cluster assembly (GO:0044571)	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	3	1	2	0	2
bacterial-type flagellum assembly (GO:0044780)	0	0	0	0	0	0	0	1	0	0	18	0	17	0	21	21	14	28	2	23
bacterial-type flagellum organization (GO:0044781)	0	0	0	0	0	0	0	1	0	0	3	1	2	0	4	4	2	3	0	3
acetoin biosynthetic process (GO:0045151)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
extracellular polysaccharide biosynthetic process (GO:0045226)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tricarboxylic acid cycle enzyme complex (GO:0045239)	0	0	0	0	0	0	1	0	0	1	4	1	4	0	2	4	4	4	3	4
proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261)	0	0	0	0	0	0	6	2	0	0	21	0	13	0	14	19	18	20	0	20
proton-transporting ATP synthase complex, coupling factor F(o) (GO:0045263)	0	5	14	0	0	0	0	0	0	0	11	0	4	0	12	13	8	15	0	15
plasma membrane respiratory chain complex IV (GO:0045278)	0	0	0	1	0	0	2	1	0	0	2	1	2	0	2	2	2	2	0	2
nor-spermidine biosynthetic process (GO:0045312)	0	0	1	0	0	0	1	1	0	0	2	1	3	0	3	4	3	4	2	6
