IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693	ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR000850	0	0	0	0	0	0	0	0	0	0	7	7	7	0	4	7	5	7	0	7	IPR000850	Family	Adenylate kinase/UMP-CMP kinase
IPR000851	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	2	1	IPR000851	Family	Ribosomal protein S5
IPR000860	0	6	0	0	0	0	0	0	0	0	9	0	6	0	8	7	5	9	0	9	IPR000860	Family	Porphobilinogen deaminase
IPR000866	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	2	2	2	1	2	IPR000866	Domain	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
IPR000868	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR000868	Domain	Isochorismatase-like
IPR000870	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	3	1	3	0	3	IPR000870	Family	Homoserine kinase
IPR000873	2	5	7	0	0	0	1	0	0	0	1	2	1	0	2	0	2	2	2	0	IPR000873	Domain	AMP-dependent synthetase/ligase domain
IPR000878	1	0	1	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	1	1	IPR000878	Domain	Tetrapyrrole methylase
IPR000883	0	7	2	2	0	0	4	2	0	0	2	2	2	0	2	2	2	2	0	2	IPR000883	Family	Cytochrome c oxidase subunit I
IPR000887	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	4	4	IPR000887	Family	KDPG/KHG aldolase
IPR000890	0	0	2	0	0	0	0	4	0	0	11	8	9	0	7	9	9	9	2	8	IPR000890	Family	Aliphatic acid kinase, short-chain
IPR000891	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	IPR000891	Domain	Pyruvate carboxyltransferase
IPR000897	0	2	2	0	0	0	2	0	0	0	11	0	8	0	8	8	9	8	2	8	IPR000897	Domain	Signal recognition particle, SRP54 subunit, GTPase domain
IPR000905	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	2	3	4	2	2	IPR000905	Domain	Gcp-like domain
IPR000911	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	4	0	4	2	4	IPR000911	Family	Ribosomal protein L11/L12
IPR000914	0	2	0	0	0	0	0	1	0	0	2	2	2	1	4	5	3	2	3	2	IPR000914	Domain	Solute-binding protein family 5 domain
IPR000917	0	1	3	0	0	0	0	0	0	0	6	0	5	0	3	5	3	2	2	7	IPR000917	Domain	Sulfatase, N-terminal
IPR000924	0	0	6	0	0	0	3	0	0	0	5	3	5	0	5	10	0	10	0	10	IPR000924	Family	Glutamyl/glutaminyl-tRNA synthetase
IPR000926	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	3	0	3	IPR000926	Family	GTP cyclohydrolase II, RibA
IPR000933	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR000933	Family	Glycoside hydrolase, family 29
IPR000941	0	0	0	0	0	0	1	0	0	0	12	3	5	0	8	16	4	12	4	12	IPR000941	Family	Enolase
IPR000943	3	5	0	0	0	0	3	0	0	0	11	0	11	0	11	12	14	13	3	15	IPR000943	Domain	RNA polymerase sigma-70
IPR000944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	IPR000944	Family	Transcription regulator Rrf2
IPR000994	1	0	0	0	0	0	2	0	0	0	3	1	2	1	1	2	3	2	2	2	IPR000994	Domain	Peptidase M24
IPR000999	0	0	0	2	0	0	0	0	0	0	5	0	5	0	5	7	3	5	2	5	IPR000999	Domain	Ribonuclease III domain
IPR001001	1	0	0	0	0	0	0	1	0	0	3	0	3	0	1	4	4	4	0	4	IPR001001	Family	DNA polymerase III, beta sliding clamp
IPR001015	0	2	0	0	0	0	3	0	0	0	4	0	4	0	3	4	3	4	0	4	IPR001015	Family	Ferrochelatase
IPR001017	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	IPR001017	Domain	Dehydrogenase, E1 component
IPR001019	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001019	Family	Guanine nucleotide binding protein (G-protein), alpha subunit
IPR001021	0	0	0	0	0	0	0	1	0	0	2	1	2	0	2	2	2	2	1	2	IPR001021	Family	Ribosomal protein L25, long-form
IPR001029	0	0	0	0	0	0	1	0	0	0	5	1	5	0	5	4	5	5	2	6	IPR001029	Domain	Flagellin, N-terminal domain
IPR001030	3	0	1	0	0	0	0	0	0	4	2	1	1	0	2	6	1	1	5	2	IPR001030	Domain	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
IPR001034	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	IPR001034	Domain	DeoR-type HTH domain
IPR001036	0	30	0	0	2	4	14	13	0	0	37	29	36	3	36	33	41	38	21	41	IPR001036	Family	Acriflavin resistance protein
IPR001041	0	4	2	0	0	0	2	0	0	0	4	4	4	0	2	4	4	4	2	4	IPR001041	Domain	2Fe-2S ferredoxin-type iron-sulfur binding domain
IPR001045	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	2	0	2	IPR001045	Family	Spermidine/spermine synthases
IPR001046	0	0	5	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	5	0	IPR001046	Family	NRAMP family
IPR001048	0	0	1	0	0	0	0	0	0	0	3	1	2	0	2	3	2	2	1	2	IPR001048	Domain	Aspartate/glutamate/uridylate kinase
IPR001054	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	IPR001054	Domain	Adenylyl cyclase class-3/4/guanylyl cyclase
IPR001055	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001055	Family	Adrenodoxin
IPR001057	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001057	Family	Glutamate/acetylglutamate kinase
IPR001059	0	0	0	0	0	0	3	0	0	0	3	0	3	0	3	3	2	3	0	3	IPR001059	Domain	Translation elongation factor P/YeiP, central
IPR001062	0	0	0	0	0	0	0	0	0	0	4	0	4	0	6	6	5	6	3	6	IPR001062	Family	Transcription antitermination protein, NusG
IPR001063	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	3	0	2	2	2	IPR001063	Family	Ribosomal protein L22/L17
IPR001075	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	2	2	2	0	2	IPR001075	Domain	NIF system FeS cluster assembly, NifU, C-terminal
IPR001078	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	IPR001078	Domain	2-oxoacid dehydrogenase acyltransferase, catalytic domain
IPR001085	0	0	0	0	0	0	0	2	0	0	4	0	4	0	3	4	4	4	0	4	IPR001085	Family	Serine hydroxymethyltransferase
IPR001086	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001086	Domain	Prephenate dehydratase
IPR001087	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	IPR001087	Family	GDSL lipase/esterase
IPR001091	0	0	0	0	0	0	7	3	0	0	20	3	25	0	15	22	15	26	0	41	IPR001091	Family	Restriction/modification DNA-methyltransferase
IPR001093	0	0	0	0	1	0	0	1	0	0	5	2	4	0	7	6	4	5	0	4	IPR001093	Domain	IMP dehydrogenase/GMP reductase
IPR001094	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	IPR001094	Domain	Flavodoxin-like
IPR001095	0	0	0	0	0	0	7	0	0	0	10	0	7	0	6	10	10	10	0	10	IPR001095	Family	Acetyl-CoA carboxylase, alpha subunit
IPR001098	0	0	0	0	0	0	0	3	0	0	2	0	2	0	2	4	2	2	1	2	IPR001098	Domain	DNA-directed DNA polymerase, family A, palm domain
IPR001106	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	IPR001106	Family	Aromatic amino acid lyase
IPR001107	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR001107	Domain	Band 7 domain
IPR001109	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	7	7	7	0	7	IPR001109	Family	Hydrogenase expression/formation protein, HupF/HypC
IPR001114	0	0	0	0	0	0	0	4	0	0	6	8	9	0	10	10	6	10	4	6	IPR001114	Family	Adenylosuccinate synthetase
IPR001119	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001119	Domain	S-layer homology domain
IPR001123	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	2	2	0	2	IPR001123	Family	Amino acid exporter protein, LeuE-type
IPR001127	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR001127	Domain	Phosphotransferase system, sugar-specific permease EIIA type 1
IPR001128	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	IPR001128	Family	Cytochrome P450
IPR001130	1	0	0	0	0	0	1	0	0	0	3	0	3	0	2	6	3	3	3	3	IPR001130	Family	3'-5' ssDNA/RNA exonuclease TatD-like
IPR001131	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	IPR001131	Conserved_site	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site
IPR001133	0	0	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	0	4	IPR001133	Family	NADH-ubiquinone oxidoreductase chain 4L/K
IPR001135	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR001135	Domain	NADH-quinone oxidoreductase, subunit D
IPR001138	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001138	Domain	Zn(2)-C6 fungal-type DNA-binding domain
IPR001139	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001139	Family	Glycoside hydrolase family 30
IPR001148	0	0	0	0	0	0	3	0	0	0	3	2	3	0	3	3	3	3	3	3	IPR001148	Domain	Alpha carbonic anhydrase domain
IPR001150	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR001150	Domain	Glycine radical domain
IPR001155	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	IPR001155	Domain	NADH:flavin oxidoreductase/NADH oxidase, N-terminal
IPR001162	0	0	0	2	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR001162	Domain	UvrC, RNAse H endonuclease domain
IPR001172	0	3	0	0	0	0	0	0	0	0	8	0	8	0	3	8	6	8	4	8	IPR001172	Family	Flagellar motor switch FliN/Type III secretion HrcQb
IPR001173	0	4	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	IPR001173	Domain	Glycosyltransferase 2-like
IPR001179	0	0	0	0	0	2	2	1	0	2	4	2	4	0	2	4	4	4	5	4	IPR001179	Domain	FKBP-type peptidyl-prolyl cis-trans isomerase domain
IPR001182	2	3	0	0	0	0	4	2	2	0	6	2	4	0	10	12	6	4	7	4	IPR001182	Family	Probable peptidoglycan glycosyltransferase FtsW/RodA
IPR001189	0	0	0	0	0	0	4	3	0	0	4	0	0	0	0	5	5	5	0	5	IPR001189	Family	Manganese/iron superoxide dismutase
IPR001190	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001190	Domain	SRCR domain
IPR001204	0	0	0	0	0	0	2	2	0	0	2	0	6	0	4	2	4	2	0	2	IPR001204	Family	Phosphate transporter
IPR001207	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	4	0	IPR001207	Family	Transposase, mutator type
IPR001208	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001208	Domain	MCM domain
IPR001209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	IPR001209	Family	Ribosomal protein S14
IPR001216	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR001216	Binding_site	Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site
IPR001227	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	2	1	IPR001227	Homologous_superfamily	Acyl transferase domain superfamily
IPR001228	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	IPR001228	Family	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
IPR001233	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR001233	Family	RNA-splicing ligase, RtcB
IPR001240	0	0	0	0	0	0	0	1	0	0	3	0	2	0	2	3	3	3	3	3	IPR001240	Domain	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain
IPR001241	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	1	1	1	0	1	IPR001241	Family	DNA topoisomerase, type IIA
IPR001242	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001242	Domain	Condensation domain
IPR001247	0	1	0	0	0	0	1	0	0	0	2	1	2	0	2	3	2	2	0	2	IPR001247	Domain	Exoribonuclease, phosphorolytic domain 1
IPR001248	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	IPR001248	Family	Purine-cytosine permease
IPR001249	0	0	0	0	0	0	0	4	0	0	4	0	4	0	3	4	0	4	2	4	IPR001249	Family	Acetyl-CoA biotin carboxyl carrier
IPR001250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	IPR001250	Family	Mannose-6-phosphate isomerase, type I
IPR001254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	IPR001254	Domain	Serine proteases, trypsin domain
IPR001260	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001260	Family	Coproporphyrinogen III oxidase, aerobic
IPR001261	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	IPR001261	Conserved_site	ArgE/DapE/ACY1/CPG2/YscS, conserved site
IPR001264	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	4	IPR001264	Domain	Glycosyl transferase, family 51
IPR001268	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR001268	Domain	NADH:ubiquinone oxidoreductase, 30kDa subunit
IPR001269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	IPR001269	Family	tRNA-dihydrouridine synthase
IPR001270	5	0	0	0	0	0	3	3	0	0	8	3	8	0	6	10	2	8	0	8	IPR001270	Family	ClpA/B family
IPR001272	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001272	Family	Phosphoenolpyruvate carboxykinase, ATP-utilising
IPR001278	0	0	0	0	0	0	1	1	0	0	6	0	4	0	7	8	7	7	4	8	IPR001278	Family	Arginine-tRNA ligase
IPR001279	0	1	0	0	0	0	1	0	1	0	3	2	5	0	2	6	4	4	0	4	IPR001279	Domain	Metallo-beta-lactamase
IPR001282	0	0	3	0	0	0	5	1	0	0	9	0	1	0	5	7	6	9	0	10	IPR001282	Family	Glucose-6-phosphate dehydrogenase
IPR001288	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	3	2	3	3	3	IPR001288	Family	Translation initiation factor 3
IPR001295	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	2	2	0	2	IPR001295	Conserved_site	Dihydroorotate dehydrogenase, conserved site
IPR001296	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	2	1	1	0	1	IPR001296	Domain	Glycosyl transferase, family 1
IPR001303	0	3	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	0	2	IPR001303	Domain	Class II aldolase/adducin N-terminal
IPR001305	0	0	3	0	0	0	3	0	0	0	2	0	3	0	3	3	0	3	3	3	IPR001305	Domain	Heat shock protein DnaJ, cysteine-rich domain
IPR001308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	IPR001308	Family	Electron transfer flavoprotein alpha subunit/FixB
IPR001310	0	0	0	0	0	0	4	1	0	0	2	0	1	0	2	4	4	2	0	5	IPR001310	Family	Histidine triad (HIT) protein
IPR001312	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001312	Family	Hexokinase
IPR001328	0	0	0	0	0	0	3	1	0	0	5	4	4	0	4	7	4	8	0	5	IPR001328	Family	Peptidyl-tRNA hydrolase
IPR001330	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001330	Repeat	PFTB repeat
IPR001341	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR001341	Domain	Aspartate kinase
IPR001342	0	0	0	0	0	0	1	1	0	0	1	0	2	0	1	1	1	1	0	1	IPR001342	Domain	Homoserine dehydrogenase, catalytic
IPR001343	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	IPR001343	Repeat	RTX calcium-binding nonapeptide repeat
IPR001345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	IPR001345	Active_site	Phosphoglycerate/bisphosphoglycerate mutase, active site
IPR001347	0	0	2	0	0	0	8	2	0	0	8	2	8	0	10	8	7	8	3	8	IPR001347	Domain	SIS domain
IPR001348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR001348	Family	ATP phosphoribosyltransferase HisG
IPR001351	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR001351	Domain	Ribosomal protein S3, C-terminal
IPR001352	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	2	IPR001352	Family	Ribonuclease HII/HIII
IPR001353	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	1	0	1	IPR001353	Family	Proteasome, subunit alpha/beta
IPR001357	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	3	0	3	IPR001357	Domain	BRCT domain
IPR001360	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001360	Family	Glycoside hydrolase family 1
IPR001375	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001375	Domain	Peptidase S9, prolyl oligopeptidase, catalytic domain
IPR001383	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	2	0	2	IPR001383	Family	Ribosomal protein L28
IPR001387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	IPR001387	Domain	Cro/C1-type helix-turn-helix domain
IPR001388	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001388	Family	Synaptobrevin-like
IPR001404	0	1	0	0	0	0	1	1	0	0	4	0	4	0	5	4	3	4	2	4	IPR001404	Family	Heat shock protein Hsp90 family
IPR001406	0	0	0	0	0	0	0	0	0	0	5	0	3	0	5	5	1	5	1	5	IPR001406	Family	Pseudouridine synthase I, TruA
IPR001412	0	0	2	0	0	0	2	0	0	0	6	2	7	0	5	8	3	8	2	8	IPR001412	Conserved_site	Aminoacyl-tRNA synthetase, class I, conserved site
IPR001431	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	IPR001431	Binding_site	Peptidase M16, zinc-binding site
IPR001433	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR001433	Domain	Oxidoreductase FAD/NAD(P)-binding
IPR001437	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	0	1	IPR001437	Domain	Transcription elongation factor, GreA/GreB, C-terminal
IPR001441	0	0	0	0	0	0	0	4	0	0	5	0	5	4	3	5	5	5	0	5	IPR001441	Family	Decaprenyl diphosphate synthase-like
IPR001444	0	0	0	0	0	0	1	1	0	0	6	2	4	0	6	5	4	5	1	5	IPR001444	Domain	Flagellar basal body rod protein, N-terminal
IPR001451	0	1	0	0	0	0	3	1	0	0	9	0	8	0	9	9	6	9	2	9	IPR001451	Repeat	Hexapeptide repeat
IPR001453	0	3	0	0	0	0	3	0	0	0	7	4	7	0	3	4	5	7	3	7	IPR001453	Domain	MoaB/Mog domain
IPR001457	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	IPR001457	Family	NADH:ubiquinone/plastoquinone oxidoreductase, chain 6
IPR001460	0	1	0	0	0	0	3	3	0	0	4	2	3	0	4	4	4	4	1	4	IPR001460	Domain	Penicillin-binding protein, transpeptidase
IPR001463	0	0	0	0	0	0	0	4	0	0	9	0	13	0	5	14	9	9	6	9	IPR001463	Family	Sodium:alanine symporter
IPR001466	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001466	Domain	Beta-lactamase-related
IPR001468	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR001468	Conserved_site	Indole-3-glycerol phosphate synthase, conserved site
IPR001469	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	0	4	IPR001469	Family	ATP synthase, F1 complex, delta/epsilon subunit
IPR001474	0	0	0	0	0	0	2	0	0	0	0	0	3	0	3	3	0	3	0	3	IPR001474	Family	GTP cyclohydrolase I
IPR001478	0	2	0	0	0	0	3	0	0	0	9	5	7	0	8	9	6	9	3	9	IPR001478	Domain	PDZ domain
IPR001482	0	1	0	0	0	0	0	0	0	0	3	0	3	0	5	5	2	2	1	4	IPR001482	Domain	Type II/IV secretion system protein
IPR001492	0	0	0	0	0	0	0	0	0	0	6	0	5	0	6	6	6	6	2	6	IPR001492	Family	Flagellin
IPR001497	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	0	1	IPR001497	Active_site	Methylated-DNA-[protein]-cysteine S-methyltransferase, active site
IPR001498	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1	IPR001498	Domain	Impact, N-terminal
IPR001501	0	0	0	0	0	0	1	0	0	0	2	2	1	0	2	1	2	1	1	1	IPR001501	Family	Nickel-dependent hydrogenase, large subunit
IPR001503	0	0	0	0	0	0	2	0	0	0	2	2	2	0	2	0	2	2	0	2	IPR001503	Family	Glycosyl transferase family 10
IPR001505	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001505	Binding_site	Copper centre Cu(A)
IPR001509	0	2	0	0	0	0	0	1	0	0	2	0	3	0	2	5	3	3	0	2	IPR001509	Domain	NAD-dependent epimerase/dehydratase
IPR001516	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR001516	Domain	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal
IPR001518	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	IPR001518	Family	Argininosuccinate synthase
IPR001519	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR001519	Family	Ferritin
IPR001525	0	0	0	0	0	0	6	1	0	0	31	6	16	0	4	16	11	35	2	18	IPR001525	Family	C-5 cytosine methyltransferase
IPR001537	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	IPR001537	Domain	tRNA/rRNA methyltransferase, SpoU type
IPR001538	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	2	IPR001538	Domain	Mannose-6-phosphate isomerase, type II, C-terminal
IPR001539	0	0	3	1	0	0	2	0	0	0	3	0	2	0	1	2	2	2	2	2	IPR001539	Family	Peptidase U32
IPR001543	0	1	0	0	0	0	0	1	0	0	2	1	3	0	3	3	2	3	1	3	IPR001543	Domain	Flagellar motor switch protein FliN-like, C-terminal domain
IPR001544	0	0	0	0	0	0	2	2	0	0	2	1	1	0	1	4	3	2	0	4	IPR001544	Family	Aminotransferase class IV
IPR001547	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001547	Domain	Glycoside hydrolase, family 5
IPR001555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	IPR001555	Active_site	Phosphoribosylglycinamide formyltransferase, active site
IPR001564	0	0	0	0	0	0	0	0	0	0	6	0	5	0	5	6	4	6	0	6	IPR001564	Family	Nucleoside diphosphate kinase
IPR001567	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	1	1	1	1	1	IPR001567	Domain	Peptidase M3A/M3B catalytic domain
IPR001576	0	0	0	0	0	0	0	5	0	0	13	3	13	0	11	13	12	13	6	13	IPR001576	Family	Phosphoglycerate kinase
IPR001584	0	8	0	0	2	0	14	0	0	0	0	0	3	2	0	1	0	0	5	0	IPR001584	Domain	Integrase, catalytic core
IPR001585	0	0	2	0	0	0	0	0	0	0	2	4	5	0	2	2	2	2	2	2	IPR001585	Family	Transaldolase/Fructose-6-phosphate aldolase
IPR001587	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR001587	Conserved_site	Ribonuclease J, conserved site
IPR001604	0	0	0	0	0	0	2	0	0	0	2	0	2	0	1	2	1	2	0	2	IPR001604	Domain	DNA/RNA non-specific endonuclease
IPR001608	0	0	1	0	0	0	1	0	0	0	2	0	2	0	3	2	2	2	1	2	IPR001608	Domain	Alanine racemase, N-terminal
IPR001610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001610	Repeat	PAC motif
IPR001611	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001611	Repeat	Leucine-rich repeat
IPR001623	0	0	7	0	0	0	0	7	0	0	20	0	17	0	10	22	13	20	8	20	IPR001623	Domain	DnaJ domain
IPR001624	0	7	0	0	0	0	0	0	0	0	7	0	7	0	7	7	6	7	0	7	IPR001624	Family	Flagellar hook-basal body complex protein FliE
IPR001626	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	IPR001626	Family	ABC transporter, TroCD-like
IPR001633	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001633	Domain	EAL domain
IPR001638	0	2	0	0	0	0	0	0	0	0	4	1	4	0	5	4	2	4	2	4	IPR001638	Domain	Solute-binding protein  family 3/N-terminal domain of MltF
IPR001640	0	0	0	0	0	0	4	0	0	1	5	1	5	0	3	6	6	5	0	5	IPR001640	Family	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt
IPR001645	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	2	2	2	0	2	IPR001645	Family	Folylpolyglutamate synthetase
IPR001646	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	IPR001646	Repeat	Pentapeptide repeat
IPR001647	0	4	0	0	0	0	4	0	0	0	0	0	2	0	4	4	0	0	0	0	IPR001647	Domain	DNA-binding HTH domain, TetR-type
IPR001648	0	6	0	0	0	0	0	0	0	0	8	0	8	0	8	8	8	8	0	8	IPR001648	Family	Ribosomal protein S18
IPR001650	0	0	6	0	0	0	3	4	0	0	20	0	18	0	6	22	15	19	2	18	IPR001650	Domain	Helicase, C-terminal
IPR001653	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	2	3	5	0	5	IPR001653	Family	Diaminopimelate epimerase, DapF
IPR001656	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	3	0	6	1	3	IPR001656	Family	Pseudouridine synthase, TruD
