Species	Sample	HP	16s	metagenome
A4$f__Rhodobacteraceae_uncultured	A4	Hp-negative	0	0
A4$f__Rhodocyclaceae_uncultured	A4	Hp-negative	0	0
A4$f__Rikenellaceae_uncultured	A4	Hp-negative	0	0
A4$f__Ruminococcaceae_uncultured	A4	Hp-negative	0.238631247	0
A4$f__Sandaracinaceae_uncultured	A4	Hp-negative	0	0
A4$f__Saprospiraceae_uncultured	A4	Hp-negative	0	0
A4$f__Selenomonadaceae_uncultured	A4	Hp-negative	0	0
A4$f__Sphingomonadaceae_uncultured	A4	Hp-negative	0	0
A4$f__Sporomusaceae_uncultured	A4	Hp-negative	0	0
A4$f__Sutterellaceae_uncultured	A4	Hp-negative	0	0
A4$f__Synergistaceae_uncultured	A4	Hp-negative	0	0
A4$f__Xanthobacteraceae_uncultured	A4	Hp-negative	0.135074291	0
A4$F0058	A4	Hp-negative	0	0
A4$F0332	A4	Hp-negative	0	0
A4$Facklamia	A4	Hp-negative	0	0
A4$Faecalibacillus	A4	Hp-negative	0	0
A4$Faecalibacterium	A4	Hp-negative	0.121566862	0.054231024
A4$Faecalibaculum	A4	Hp-negative	0	0
A4$Faecalicatena	A4	Hp-negative	0	0
A4$Faecalicoccus	A4	Hp-negative	0	0
A4$Family_XIII_AD3011_group	A4	Hp-negative	0	0
A4$Family_XIII_UCG-001	A4	Hp-negative	0	0
A4$Fannyhessea	A4	Hp-negative	0	0
A4$Fastidiosipila	A4	Hp-negative	0	0
A4$Faucicola	A4	Hp-negative	0	0
A4$Fenollaria	A4	Hp-negative	0	0
A4$Fenollaria_sp._EMRHCC_24	A4	Hp-negative	0	0
A4$Fermentimonas	A4	Hp-negative	0	0
A4$Ferruginibacter	A4	Hp-negative	0	0
A4$Fervidobacterium	A4	Hp-negative	0	0
A4$Fibrobacter	A4	Hp-negative	0	0
A4$Fictibacillus	A4	Hp-negative	0	0.030128347
A4$Filifactor	A4	Hp-negative	0	0
A4$Filimonas	A4	Hp-negative	0	0
A4$Fimbriimonas	A4	Hp-negative	0	0.030128347
A4$Finegoldia	A4	Hp-negative	0	0.026111234
A4$Fischerella_sp._NIES-3754	A4	Hp-negative	0	0
A4$Fischerella_sp._NIES-4106	A4	Hp-negative	0	0.042179685
A4$Flagellimonas	A4	Hp-negative	0	0
A4$Flammeovirga	A4	Hp-negative	0	0.142607508
A4$Flaviflexus	A4	Hp-negative	0	0.030128347
A4$Flavisolibacter	A4	Hp-negative	0	0.030128347
A4$Flavivirga	A4	Hp-negative	0	0
A4$Flavobacterium	A4	Hp-negative	0	0.901841846
A4$Flavonifractor	A4	Hp-negative	0	0
A4$Flectobacillus	A4	Hp-negative	0	0
A4$Flexistipes	A4	Hp-negative	0	0
A4$Flocculibacter	A4	Hp-negative	0	0
A4$Floricoccus	A4	Hp-negative	0	0
A4$Fluoribacter	A4	Hp-negative	0	0
A4$Fluviibacter	A4	Hp-negative	0	0.180770081
A4$Fluviicola	A4	Hp-negative	0	0
A4$Fluviispira	A4	Hp-negative	0	0.052222468
A4$Fonticella	A4	Hp-negative	0	0
A4$Formosa	A4	Hp-negative	0	0.09641071
A4$Francisella	A4	Hp-negative	0	0.110470605
A4$Franconibacter	A4	Hp-negative	0	0
A4$Frankia	A4	Hp-negative	0	0
A4$Frederiksenia	A4	Hp-negative	0.094552004	0
A4$Fretibacterium	A4	Hp-negative	0	0
A4$Friedmanniella	A4	Hp-negative	0	0
A4$Frischella	A4	Hp-negative	0	0
A4$Fructilactobacillus	A4	Hp-negative	0	0
A4$Fusicatenibacter	A4	Hp-negative	0	0
A4$Fusobacterium	A4	Hp-negative	1.080594327	0.80342258
A4$Galbibacter	A4	Hp-negative	0	0
A4$Gallibacterium	A4	Hp-negative	0	0
A4$Gallionella	A4	Hp-negative	0	0
A4$Gardnerella	A4	Hp-negative	0	0
A4$GCA-900066575	A4	Hp-negative	0	0
A4$Geitlerinema_sp._PCC_7407	A4	Hp-negative	0	0
A4$Gemella	A4	Hp-negative	0	0
A4$Gemella_haemolysans	A4	Hp-negative	0	0.038162573
A4$Gemella_morbillorum	A4	Hp-negative	0	0.044188242
A4$Gemella_sanguinis	A4	Hp-negative	0	0
A4$Gemella_sp._zg-570	A4	Hp-negative	0	0.038162573
A4$Geminocystis_herdmanii	A4	Hp-negative	0	0
A4$Geminocystis_sp._NIES-3708	A4	Hp-negative	0	0.026111234
A4$Geminocystis_sp._NIES-3709	A4	Hp-negative	0	0.026111234
A4$Gemmata	A4	Hp-negative	0	0.054231024
A4$Gemmatirosa	A4	Hp-negative	0	0.030128347
A4$Gemmobacter	A4	Hp-negative	0	0
A4$Geoalkalibacter	A4	Hp-negative	0	0
A4$Geobacillus	A4	Hp-negative	0.324178298	0
A4$Geobacter	A4	Hp-negative	0	0.164701629
A4$Geomicrobium	A4	Hp-negative	0	0
A4$Georgenia	A4	Hp-negative	0	0
A4$Geosporobacter	A4	Hp-negative	0	0.030128347
A4$Geovibrio	A4	Hp-negative	0	0
A4$Gilliamella	A4	Hp-negative	0	0.120513387
A4$Gillisia	A4	Hp-negative	0	0
A4$Gimesia	A4	Hp-negative	0	0
A4$Glaciecola	A4	Hp-negative	0	0
A4$Glaciimonas	A4	Hp-negative	0	0
A4$Glaesserella	A4	Hp-negative	0	0.273163677
A4$Globicatella	A4	Hp-negative	0	0
A4$Gloeocapsa_sp._PCC_7428	A4	Hp-negative	0	0.058248137
A4$Gloeothece_citriformis	A4	Hp-negative	0	0
A4$Gloeothece_verrucosa	A4	Hp-negative	0	0
A4$Glycocaulis	A4	Hp-negative	0	0.050213911
A4$Gordonia	A4	Hp-negative	0.067537145	0
A4$Gottschalkia	A4	Hp-negative	0	0.112479161
A4$Gracilibacillus	A4	Hp-negative	0	0.046196798
A4$Gramella	A4	Hp-negative	0	0.024102677
A4$Granulibacter	A4	Hp-negative	0	1.869966055
A4$Granulicatella	A4	Hp-negative	0	0
A4$Granulicella	A4	Hp-negative	0	0.020085565
A4$Grimontia	A4	Hp-negative	0	0.026111234
A4$GWE2-31-10	A4	Hp-negative	0	0
A4$Haematobacter	A4	Hp-negative	0	0
A4$Haemophilus	A4	Hp-negative	6.924808645	0.249061
A4$Hafnia	A4	Hp-negative	0	0.098419266
A4$Halanaerobium	A4	Hp-negative	0	0.020085565
A4$Halarcobacter	A4	Hp-negative	0	0.088376484
A4$Haliangium	A4	Hp-negative	0	0.020085565
A4$Haliscomenobacter	A4	Hp-negative	0	0.056239581
A4$Halobacillus	A4	Hp-negative	0	0
A4$Halobacteriovorax	A4	Hp-negative	0	0.046196798
A4$Halobacteroides	A4	Hp-negative	0	0.030128347
A4$Halocella	A4	Hp-negative	0	0.02811979
A4$Halodurantibacterium	A4	Hp-negative	0	0
A4$Halomonas	A4	Hp-negative	0	0.162693072
A4$Halotalea	A4	Hp-negative	0	0
A4$Halothermothrix	A4	Hp-negative	0	0
A4$Hathewaya	A4	Hp-negative	0	0.050213911
A4$Helcococcus	A4	Hp-negative	0	0
A4$Helicobacter	A4	Hp-negative	1.116614138	0.140598952
A4$Herbaspirillum	A4	Hp-negative	0	0.050213911
A4$Herbinix	A4	Hp-negative	0	0.02811979
A4$Heyndrickxia	A4	Hp-negative	0	0.030128347
A4$Hippea	A4	Hp-negative	0	0
A4$Hirschia	A4	Hp-negative	0.054029716	0
A4$Histophilus	A4	Hp-negative	0	0
A4$Holdemanella	A4	Hp-negative	0	0
A4$Humibacter	A4	Hp-negative	0	0
A4$Humisphaera	A4	Hp-negative	0	0
A4$Hungatella	A4	Hp-negative	0	0.040171129
A4$Hydrocarboniphaga	A4	Hp-negative	0	0
A4$Hydrogenispora	A4	Hp-negative	0	0
A4$Hydrogenobacter	A4	Hp-negative	0	0
A4$Hydrogenobaculum	A4	Hp-negative	0	0
A4$Hydrogenophaga	A4	Hp-negative	0	0
A4$Hydrogenophilus	A4	Hp-negative	0.112561909	0.046196798
A4$Hydrogenovibrio	A4	Hp-negative	0	0
A4$Hymenobacter	A4	Hp-negative	0	0.078333702
A4$Hypericibacter	A4	Hp-negative	0	0
A4$Hyphobacterium	A4	Hp-negative	0	0
A4$Hyphomicrobium	A4	Hp-negative	0	0
A4$Iamia	A4	Hp-negative	0.171094102	0
A4$Ichthyobacterium	A4	Hp-negative	0	0
A4$Idiomarina	A4	Hp-negative	0	0
A4$Ignavibacterium	A4	Hp-negative	0	0
A4$IheB3-7	A4	Hp-negative	0	0
A4$Ilyobacter	A4	Hp-negative	0	0.020085565
A4$Incertae_Sedis	A4	Hp-negative	0.112561909	0
A4$Intestinibaculum	A4	Hp-negative	0	0
A4$Intestinimonas	A4	Hp-negative	0	0
A4$Iodobacter	A4	Hp-negative	0	0.026111234
A4$Isosphaera	A4	Hp-negative	0	0
A4$Izimaplasma	A4	Hp-negative	0	0
A4$Janibacter	A4	Hp-negative	0	0
A4$Janthinobacterium	A4	Hp-negative	0.090049527	0
A4$Jeotgalibaca	A4	Hp-negative	0	0.355514492
A4$Jeotgalibacillus	A4	Hp-negative	0	0
A4$Jeotgalicoccus	A4	Hp-negative	0	0.02811979
A4$JGI_0001001-H03	A4	Hp-negative	0.058532193	0
A4$Jiangella	A4	Hp-negative	0	0.020085565
A4$Johnsonella	A4	Hp-negative	0	0
A4$Kaistella	A4	Hp-negative	0	0
A4$Kangiella	A4	Hp-negative	0	0
A4$Keratinibaculum	A4	Hp-negative	0	6.077891819
A4$Kibdelosporangium	A4	Hp-negative	0	0
A4$Kingella	A4	Hp-negative	0	0
A4$Kinneretia	A4	Hp-negative	0	1.645007733
A4$Kiritimatiella	A4	Hp-negative	0	0
A4$Kitasatospora	A4	Hp-negative	0	0.026111234
A4$Klebsiella	A4	Hp-negative	0	2.615140499
A4$Kluyvera	A4	Hp-negative	0	0.022094121
A4$Kocuria	A4	Hp-negative	0	0.058248137
A4$Koleobacter	A4	Hp-negative	0	0
A4$Komagataeibacter	A4	Hp-negative	0	0.02811979
A4$Kordia	A4	Hp-negative	0	0.106453492
A4$Kosakonia	A4	Hp-negative	0	0
A4$Ktedonosporobacter	A4	Hp-negative	0	0
A4$Kurthia	A4	Hp-negative	0	0
A4$Kushneria	A4	Hp-negative	0	0
A4$Kutzneria	A4	Hp-negative	0	0.172735855
A4$Labilibaculum	A4	Hp-negative	0	0.020085565
A4$Labilithrix	A4	Hp-negative	0	0
A4$Labrenzia	A4	Hp-negative	0	0
A4$Labrys	A4	Hp-negative	0	0.15867596
A4$Lachnoanaerobaculum	A4	Hp-negative	0.072039622	0.100427823
A4$Lachnoclostridium	A4	Hp-negative	0.823953174	0.068290919
A4$Lachnospira	A4	Hp-negative	0	0
A4$Lachnospiraceae_FCS020_group	A4	Hp-negative	0	0
A4$Lachnospiraceae_FE2018_group	A4	Hp-negative	0	0
A4$Lachnospiraceae_ND3007_group	A4	Hp-negative	0	0
A4$Lachnospiraceae_NK3A20_group	A4	Hp-negative	0	0
A4$Lachnospiraceae_NK4A136_group	A4	Hp-negative	2.525889239	0
A4$Lachnospiraceae_UCG-001	A4	Hp-negative	0.378208014	0
A4$Lachnospiraceae_UCG-004	A4	Hp-negative	0	0
A4$Lachnospiraceae_UCG-006	A4	Hp-negative	0.103556956	0
A4$Lachnospiraceae_UCG-008	A4	Hp-negative	0.162089149	0
A4$Lachnospiraceae_UCG-010	A4	Hp-negative	0	0
A4$Lacinutrix	A4	Hp-negative	0	0.070299476
A4$Lacrimispora	A4	Hp-negative	0	0
A4$Lacticaseibacillus	A4	Hp-negative	0	0
A4$Lactiplantibacillus	A4	Hp-negative	0	0.052222468
A4$Lactobacillus	A4	Hp-negative	3.268797839	0.18679575
A4$Lactococcus	A4	Hp-negative	0.094552004	2.534798241
A4$Lactovum	A4	Hp-negative	0	0
A4$Latilactobacillus	A4	Hp-negative	0	0.06226525
A4$Lautropia	A4	Hp-negative	0	0
A4$Lawsonella	A4	Hp-negative	0	0
A4$Lawsonia	A4	Hp-negative	0	0
A4$Leclercia	A4	Hp-negative	0	0.030128347
A4$Lederbergia	A4	Hp-negative	0	0.024102677
A4$Leeuwenhoekiella	A4	Hp-negative	0	0
A4$Legionella	A4	Hp-negative	0	1.438126419
A4$Leifsonia	A4	Hp-negative	0	0.024102677
A4$Lelliottia	A4	Hp-negative	0	0.024102677
A4$Lentibacillus	A4	Hp-negative	0	0.026111234
A4$Lentilactobacillus	A4	Hp-negative	0	0
A4$Lentimicrobium	A4	Hp-negative	0	0
A4$Lentzea	A4	Hp-negative	0	0
A4$Leptolyngbya_boryana	A4	Hp-negative	0	0
A4$Leptolyngbya_sp._15MV	A4	Hp-negative	0	0.038162573
A4$Leptolyngbya_sp._7M	A4	Hp-negative	0	0.1245305
A4$Leptospira	A4	Hp-negative	0	0.15867596
A4$Leptotrichia	A4	Hp-negative	0	0.405728403
A4$Leucobacter	A4	Hp-negative	0	0
A4$Leuconostoc	A4	Hp-negative	0	0
A4$Levilactobacillus	A4	Hp-negative	0	0
A4$Libanicoccus	A4	Hp-negative	0	0
A4$Liberibacter	A4	Hp-negative	0	0
A4$Lichenicola	A4	Hp-negative	0	0.040171129
A4$Ligilactobacillus	A4	Hp-negative	0	0.040171129
A4$Lignipirellula	A4	Hp-negative	0	0
A4$Limibaculum	A4	Hp-negative	0	0
A4$Limnobaculum	A4	Hp-negative	0	0
A4$Limnoglobus	A4	Hp-negative	0	0.046196798
A4$Limnohabitans	A4	Hp-negative	0.2476362	0
A4$Limosilactobacillus	A4	Hp-negative	0	0.359531605
A4$Liquorilactobacillus	A4	Hp-negative	0	0
A4$Listeria	A4	Hp-negative	0	0.080342258
A4$Loigolactobacillus	A4	Hp-negative	0	0
A4$Lonepinella	A4	Hp-negative	0	0
A4$Longicatena	A4	Hp-negative	0	0
A4$Luteibacter	A4	Hp-negative	0	0
A4$Luteimonas	A4	Hp-negative	0	0
A4$Luteithermobacter	A4	Hp-negative	0	0
A4$Luteolibacter	A4	Hp-negative	0	0
A4$Lutibacter	A4	Hp-negative	0	0.024102677
A4$Lysinibacillus	A4	Hp-negative	0	0.132564726
A4$Lysobacter	A4	Hp-negative	0	0.044188242
A4$Macellibacteroides	A4	Hp-negative	0	0
A4$Macrococcus	A4	Hp-negative	0	0.092393597
A4$Mahella	A4	Hp-negative	0	0
A4$Malaciobacter	A4	Hp-negative	0	0.249061
A4$Mameliella	A4	Hp-negative	0	0.275172234
A4$Mammaliicoccus	A4	Hp-negative	0	0.18679575
A4$Mangrovivirga	A4	Hp-negative	0	0.020085565
A4$Mannheimia	A4	Hp-negative	0	0.100427823
A4$Maribacter	A4	Hp-negative	0	0.02811979
A4$Maribellus	A4	Hp-negative	0	0.030128347
A4$Marinicauda	A4	Hp-negative	0	0.048205355
A4$Marinifilum	A4	Hp-negative	0	0
A4$Mariniflexile	A4	Hp-negative	0	0.022094121
A4$Marinilactibacillus	A4	Hp-negative	0	0
A4$Marinobacter	A4	Hp-negative	0	0
A4$Marinomonas	A4	Hp-negative	0	0.044188242
A4$Marivirga	A4	Hp-negative	0	0.030128347
A4$Marmoricola	A4	Hp-negative	0	0
A4$Marvinbryantia	A4	Hp-negative	0	0
A4$Massilia	A4	Hp-negative	0.112561909	0
A4$Mediterraneibacter	A4	Hp-negative	0	0.052222468
A4$Megamonas	A4	Hp-negative	0	0.030128347
A4$Megasphaera	A4	Hp-negative	0.261143629	0
A4$Meiothermus	A4	Hp-negative	0	0.042179685
A4$Melioribacter	A4	Hp-negative	0	0
A4$Melissococcus	A4	Hp-negative	0	0.020085565
A4$Mesobacillus	A4	Hp-negative	0	0.024102677
A4$Mesoplasma	A4	Hp-negative	0	0
A4$Mesorhizobium	A4	Hp-negative	0.427735254	0.070299476
A4$Metabacillus	A4	Hp-negative	0	0
A4$Methylacidiphilum	A4	Hp-negative	0	0.172735855
A4$Methylibium_sp._Pch-M	A4	Hp-negative	0	0
A4$Methylobacterium	A4	Hp-negative	0	0.06226525
A4$Methylobacterium-Methylorubrum	A4	Hp-negative	0.459252589	0
A4$Methylococcus	A4	Hp-negative	0	0
A4$Methyloligella	A4	Hp-negative	0	0
A4$Methylomicrobium	A4	Hp-negative	0	0
A4$Methylomusa	A4	Hp-negative	0	0
A4$Methyloprofundus	A4	Hp-negative	0	0
A4$Methylorubrum	A4	Hp-negative	0	0
A4$Methyloversatilis	A4	Hp-negative	0.252138676	0
A4$Microbacterium	A4	Hp-negative	0	0
A4$Microbulbifer	A4	Hp-negative	0	0.060256694
A4$Microcella	A4	Hp-negative	0	0
A4$Microchaete_diplosiphon	A4	Hp-negative	0	0
A4$Micrococcus	A4	Hp-negative	0	0.058248137
A4$Microcoleus_sp._PCC_7113	A4	Hp-negative	0	0.026111234
A4$Microcystis_aeruginosa	A4	Hp-negative	0	0.078333702
A4$Microlunatus	A4	Hp-negative	0	0
A4$Micromonospora	A4	Hp-negative	0	0.056239581
A4$Microterricola	A4	Hp-negative	0	0.02811979
A4$Microvirga	A4	Hp-negative	0	0
A4$Miltoncostaea	A4	Hp-negative	0	0.156667403
A4$Minicystis_rosea	A4	Hp-negative	0	0.026111234
A4$Mitsuaria	A4	Hp-negative	0	0
A4$Mitsuaria_sp._7	A4	Hp-negative	0	0
A4$Mixta	A4	Hp-negative	0	0
A4$MND1	A4	Hp-negative	0	0
A4$Mogibacterium	A4	Hp-negative	0	0.03414546
A4$Monoglobus	A4	Hp-negative	0	0
A4$Moorea_producens	A4	Hp-negative	0	0.026111234
A4$Moraxella	A4	Hp-negative	0	0.070299476
A4$Morganella	A4	Hp-negative	0	0.030128347
A4$Moritella	A4	Hp-negative	0	0.030128347
A4$Mucilaginibacter	A4	Hp-negative	0	0.15265029
A4$Mucispirillum	A4	Hp-negative	2.597928861	0
A4$Muribaculum	A4	Hp-negative	8.316073841	0
A4$Muricauda	A4	Hp-negative	0	0
A4$Mycobacterium	A4	Hp-negative	0.175596578	0.568421475
A4$Mycobacteroides	A4	Hp-negative	0	0
A4$Mycolicibacillus	A4	Hp-negative	0	0
A4$Mycolicibacter	A4	Hp-negative	0	0.022094121
A4$Mycolicibacterium	A4	Hp-negative	0	0.102436379
A4$Mycoplasma	A4	Hp-negative	0	0.082350814
A4$Mycoplasmopsis	A4	Hp-negative	0	0.078333702
A4$Myroides	A4	Hp-negative	0	0.050213911
A4$Myxococcus	A4	Hp-negative	0	0.03414546
A4$Natranaerobius	A4	Hp-negative	0	0
A4$Natronoglycomyces	A4	Hp-negative	0	0
A4$Nautilia	A4	Hp-negative	0	0
A4$Ndongobacter	A4	Hp-negative	0	0
A4$Negativicoccus	A4	Hp-negative	0	0
A4$Neisseria	A4	Hp-negative	2.377307519	0.046196798
A4$Neobacillus	A4	Hp-negative	0	0.024102677
A4$Neochlamydia	A4	Hp-negative	0	0
A4$Neorhizobium	A4	Hp-negative	0	0
A4$Neptunomonas	A4	Hp-negative	0	0
A4$Niabella	A4	Hp-negative	0.076542098	0
A4$Niallia	A4	Hp-negative	0	0.044188242
A4$Niastella	A4	Hp-negative	0	0.024102677
A4$Nibribacter	A4	Hp-negative	0	0
A4$Nitratifractor	A4	Hp-negative	0	0
A4$Nitrosomonas	A4	Hp-negative	0	0.064273806
A4$Nitrosophilus	A4	Hp-negative	0	0
A4$Niveispirillum	A4	Hp-negative	0	0
A4$NK4A214_group	A4	Hp-negative	0.139576767	0
A4$Nocardia	A4	Hp-negative	0	0.204872758
A4$Nocardioides	A4	Hp-negative	0	0.032136903
A4$Nocardiopsis	A4	Hp-negative	0	0
A4$Nodularia_spumigena	A4	Hp-negative	0	0
A4$Nonlabens	A4	Hp-negative	0	0
A4$Nonomuraea	A4	Hp-negative	0	0.048205355
A4$Nosocomiicoccus	A4	Hp-negative	0	0
A4$Nostoc_edaphicum	A4	Hp-negative	0	0.032136903
A4$Nostoc_flagelliforme	A4	Hp-negative	0	0.056239581
A4$Nostoc_linckia	A4	Hp-negative	0	0.082350814
A4$Nostoc_PCC-7524	A4	Hp-negative	0	0
A4$Nostoc_punctiforme	A4	Hp-negative	0	0.032136903
A4$Nostoc_sp._ATCC_53789	A4	Hp-negative	0	0
A4$Nostoc_sp._C052	A4	Hp-negative	0	0
A4$Nostoc_sp._CENA543	A4	Hp-negative	0	0.138590395
A4$Nostoc_sp._'Lobaria_pulmonaria_(5183)_cyanobiont'	A4	Hp-negative	0	0.044188242
A4$Nostoc_sp._NIES-3756	A4	Hp-negative	0	0.397694177
A4$Nostoc_sp._NIES-4103	A4	Hp-negative	0	0.032136903
A4$Nostoc_sp._PCC_7107	A4	Hp-negative	0	0
A4$Nostoc_sp._PCC_7524	A4	Hp-negative	0	0
A4$Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6	A4	Hp-negative	0	0.026111234
A4$Nostoc_sp._TCL26-01	A4	Hp-negative	0	0
A4$Nostoc_sp._UHCC_0702	A4	Hp-negative	0	0
A4$Nostoc_sphaeroides	A4	Hp-negative	0	0.026111234
A4$Novosphingobium	A4	Hp-negative	0	0
A4$Novosphingopyxis	A4	Hp-negative	0	0
A4$Oceanicola	A4	Hp-negative	0	0
A4$Oceanihabitans	A4	Hp-negative	0	0
A4$Oceanisphaera	A4	Hp-negative	0	0
A4$Oceanivirga	A4	Hp-negative	0	0
A4$Oceanobacillus	A4	Hp-negative	0	0.066282363
A4$Ochrobactrum	A4	Hp-negative	0	0
A4$Octadecabacter	A4	Hp-negative	0	0
A4$Odoribacter	A4	Hp-negative	0	0
A4$Oenococcus	A4	Hp-negative	0	0
A4$Oleiphilus	A4	Hp-negative	0	0
A4$Olivibacter	A4	Hp-negative	0	0.036154016
A4$Olleya	A4	Hp-negative	0	0
A4$Olsenella	A4	Hp-negative	0	0
A4$OM27_clade	A4	Hp-negative	0	0
A4$Oribacterium	A4	Hp-negative	0.292660964	0
A4$Orientia	A4	Hp-negative	0	0.056239581
A4$Ornithinibacillus	A4	Hp-negative	0	0
A4$Ornithinimicrobium	A4	Hp-negative	0	0
A4$Ornithobacterium	A4	Hp-negative	0	0.03414546
A4$Orrella	A4	Hp-negative	0	0
A4$Oscillatoria_acuminata	A4	Hp-negative	0	0
A4$Oscillatoria_nigro-viridis	A4	Hp-negative	0	0
A4$Oscillibacter	A4	Hp-negative	0.64385412	0
A4$Oscillospira	A4	Hp-negative	0	0
A4$Otariodibacter	A4	Hp-negative	0.126069338	0
A4$Ottowia	A4	Hp-negative	0	0
A4$Oxobacter	A4	Hp-negative	0	0
A4$Oxynema_sp._AP17	A4	Hp-negative	0	0.020085565
A4$Paenibacillus	A4	Hp-negative	0.778928411	0.437865306
A4$Paeniclostridium	A4	Hp-negative	0	0.132564726
A4$Paenisporosarcina	A4	Hp-negative	0	0
A4$Paludibacter	A4	Hp-negative	0	0
A4$Paludibacterium	A4	Hp-negative	0	0
A4$Paludisphaera	A4	Hp-negative	0	0
A4$Panacibacter	A4	Hp-negative	0	0.026111234
A4$Pandoraea	A4	Hp-negative	0	0.106453492
A4$Pannonibacter	A4	Hp-negative	0	0
A4$Pantoea	A4	Hp-negative	0	0
A4$Parabacteroides	A4	Hp-negative	1.71994597	0.03414546
A4$Paraburkholderia	A4	Hp-negative	0	0.056239581
A4$Paraclostridium	A4	Hp-negative	0	0.040171129
A4$Paracoccus	A4	Hp-negative	0	0.174744411
A4$Paraflavitalea	A4	Hp-negative	0	0
A4$Parageobacillus	A4	Hp-negative	0	0
A4$Paraglaciecola	A4	Hp-negative	0	0.038162573
A4$Paraliobacillus	A4	Hp-negative	0	0
A4$Paraoceanicella	A4	Hp-negative	0	0
A4$Paraphotobacterium	A4	Hp-negative	0	0
A4$Paraprevotella	A4	Hp-negative	0	0
A4$Parashewanella	A4	Hp-negative	0	0
A4$Parasutterella	A4	Hp-negative	0	0
A4$Parvimonas	A4	Hp-negative	0	0.038162573
A4$Pasteurella	A4	Hp-negative	0.130571814	0.243035331
A4$Patulibacter	A4	Hp-negative	0	0
A4$Paucilactobacillus	A4	Hp-negative	0	0
A4$Pectinatus	A4	Hp-negative	0	0
A4$Pectobacterium	A4	Hp-negative	0	0
A4$Pediococcus	A4	Hp-negative	0	0.048205355
A4$Pedobacter	A4	Hp-negative	0	0
A4$Pedomicrobium	A4	Hp-negative	0	0
A4$Pelobacter	A4	Hp-negative	0	0.056239581
A4$Pelolinea	A4	Hp-negative	0	0
A4$Pelosinus	A4	Hp-negative	0	0.072308032
A4$Peptacetobacter	A4	Hp-negative	0	0.052222468
A4$Peptoclostridium	A4	Hp-negative	0	0
A4$Peptococcus	A4	Hp-negative	0.999549752	0
A4$Peptoniphilus	A4	Hp-negative	0	0
A4$Peptostreptococcus	A4	Hp-negative	1.391265196	0
A4$Peribacillus	A4	Hp-negative	0	0.078333702
A4$Persephonella	A4	Hp-negative	0	0
A4$Persicimonas	A4	Hp-negative	0	0
A4$Petrocella	A4	Hp-negative	0	0
A4$Petrotoga	A4	Hp-negative	0	0.020085565
A4$Phaeobacter	A4	Hp-negative	0	0.120513387
A4$Phascolarctobacterium	A4	Hp-negative	0	0
A4$Phenylobacterium	A4	Hp-negative	0	0
A4$Phnomibacter	A4	Hp-negative	0	0
A4$Phocaeicola	A4	Hp-negative	0	0.084359371
A4$Phocoenobacter	A4	Hp-negative	0.103556956	0
A4$Phormidium	A4	Hp-negative	0	0
A4$Photobacterium	A4	Hp-negative	0	0.036154016
A4$Photorhabdus	A4	Hp-negative	0	0.058248137
A4$Phreatobacter	A4	Hp-negative	0.108059433	0
A4$Phyllobacterium	A4	Hp-negative	0	0
A4$Phytobacter	A4	Hp-negative	0	0
A4$Phytohabitans	A4	Hp-negative	0	0
A4$Pir4_lineage	A4	Hp-negative	0.310670869	0
A4$Pirellula	A4	Hp-negative	0	0
A4$Pirellulimonas	A4	Hp-negative	0	0
A4$Piscirickettsia	A4	Hp-negative	0	0.040171129
A4$Planktothrix_rubescens	A4	Hp-negative	0	0.020085565
A4$Planococcus	A4	Hp-negative	0	0
A4$Planomicrobium	A4	Hp-negative	0	0.020085565
A4$Plantactinospora	A4	Hp-negative	0	0
A4$Plesiomonas	A4	Hp-negative	0	0
A4$Plesiomonas_shigelloides	A4	Hp-negative	0	0
A4$Pleurocapsa_sp._PCC_7327	A4	Hp-negative	0	0
A4$Pluralibacter	A4	Hp-negative	0	0.022094121
A4$Polaribacter	A4	Hp-negative	0	0.441882419
A4$Polaromonas	A4	Hp-negative	0	0
A4$Polycladomyces	A4	Hp-negative	0	0
A4$Polymorphobacter	A4	Hp-negative	0	0
A4$Polymorphospora	A4	Hp-negative	0	0
A4$Polynucleobacter	A4	Hp-negative	0	0.89983329
A4$Pontibacillus	A4	Hp-negative	0	0.024102677
A4$Pontibacter	A4	Hp-negative	0	0
A4$Pontivivens	A4	Hp-negative	0	0
A4$Porphyromonas	A4	Hp-negative	2.062134174	0.044188242
A4$Poseidonibacter	A4	Hp-negative	0	0.038162573
A4$Pradoshia	A4	Hp-negative	0	0
A4$Pragia	A4	Hp-negative	0	0
A4$Prevotella	A4	Hp-negative	14.7050878	0.293249242
A4$Prevotellaceae_Ga6A1_group	A4	Hp-negative	0	0
A4$Prevotellaceae_NK3B31_group	A4	Hp-negative	0	0
A4$Prevotellaceae_UCG-001	A4	Hp-negative	0	0
A4$Prevotellaceae_UCG-003	A4	Hp-negative	0	0
A4$Prevotellaceae_UCG-004	A4	Hp-negative	0	0
A4$Priestia	A4	Hp-negative	0	0.351497379
A4$Prochlorococcus_marinus	A4	Hp-negative	0	0.42983108
A4$Prochlorococcus_sp._MIT_0801	A4	Hp-negative	0	0
A4$Propionibacterium	A4	Hp-negative	0	0
A4$Propionivibrio	A4	Hp-negative	0	0
A4$Prosthecochloris	A4	Hp-negative	0	0.032136903
A4$Protaetiibacter	A4	Hp-negative	0	0.100427823
A4$Proteiniclasticum	A4	Hp-negative	0	0
